model,context,dataset,id,sentence,sent_shuffle,true_label,pred_original,pred_shuffle,change_type,has_discourse_marker,has_hedging,has_causal_structure,has_contrastive,claim_premise_structure,notes
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-10,"While a higher rate of side effects, albeit mild to moderate, was detected with 1/3 dose bacillus Calmette-Guérin compared to gemcitabine, our study failed to show significant differences between the 2 drugs in terms of quality of life.","was terms moderate, in of the detected side show 2 differences of to to rate to gemcitabine, study bacillus life. drugs significant While of with compared higher quality between failed our effects, mild 1/3 dose Calmette-Guérin a albeit",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-11,"ONJ is multifactorial and no single treatment modality is likely to reverse it; however, it is treatable and even advanced presentations can improve with intensive multimodal therapy.","treatable it; likely therapy. advanced treatment single to is improve reverse even is it intensive however, multifactorial and multimodal no can modality is with ONJ and presentations",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-12,"In patients undergoing a restorative resection for low rectal cancer, a colonic JP offers significant advantages in function over an SA or a coloplasty.","advantages resection over coloplasty. offers a function colonic significant in patients JP or for cancer, undergoing a restorative an low rectal In a SA",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-13,Provision of multimodal exercise programs will improve the short-term health of women undergoing adjuvant therapy for breast cancer but are of questionable economic efficiency.,for will but efficiency. adjuvant of cancer women therapy breast of undergoing questionable improve health multimodal economic programs are the short-term Provision exercise of,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-14,These findings demonstrate that a docetaxel plus platinum combination is an effective treatment option with a favorable therapeutic index for first-line treatment of advanced or metastatic NSCLC.,favorable treatment is NSCLC. for plus docetaxel an a of effective index findings with or option demonstrate therapeutic metastatic a treatment platinum combination advanced These that first-line,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-15,"Thus, elderly patients in need of intensified chemotherapy may receive FLOT without compromising patient-reported outcome parameters.","chemotherapy receive of intensified outcome FLOT compromising may elderly patients patient-reported parameters. need without Thus, in",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-171,Conversion to glaucoma was found to be related to both the baseline and post-treatment IOP levels.,related both to be IOP the and to to glaucoma post-treatment levels. found baseline Conversion was,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-172,A target IOP of 21 mm Hg at 6 months was achieved in 53 of 56 (95%) eyes in the 5-FU group and 54 of 57 (95%) eyes in the MMC group (P = 1.00).,months in mm 5-FU group and the (95%) (95%) of of was achieved eyes 6 the MMC Hg 57 A = 53 in IOP (P in group of 54 21 1.00). 56 eyes target at,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-173,Grade 3 or 4 neutropenia was more frequent in GEM-treated patients versus PLD-treated patients (P = .007).,frequent patients was more = (P patients GEM-treated in 3 or PLD-treated .007). neutropenia versus Grade 4,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-176,The intraocular pressure reductions with brinzolamide two and three times daily were clinically and statistically equivalent.,and times brinzolamide two statistically daily clinically three intraocular pressure and equivalent. with were The reductions,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-178,Grade 3 to 4 hematologic toxicity did not exceed 15% in both treatment arms.,exceed treatment not did arms. both toxicity to 15% 4 hematologic Grade 3 in,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-184,"The median overall survival (OS) was 34.1 and 30.7 months in Arms A and B, respectively (HR 0.98; 95% CI 0.81-1.18, P = 0.82).","respectively was 95% 0.82). and in 0.98; Arms B, (HR median A P 34.1 months overall = (OS) CI and 30.7 The survival 0.81-1.18,",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-2,"I'll get my AOL instantly on my Blackberry, and instantly on my ipod Touch, but it's a lot slower coming through on my MacBook Pro laptop.","a ipod instantly laptop. coming my on on it's my my slower get but MacBook Touch, my lot Pro instantly on Blackberry, and I'll AOL through",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-4,for those who care about such things... i returned my Nikon 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with Leica lens because it had a faster shutter response and looked pretty bad ass.,of trial panasonic Nikon i my lumix lens 10 care a about and down 4500 Leica it shutter ass. LC40 with to traded 10-day and faster looked for free 12th bad days had pretty who a such because things... returned ago on day those i response,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-5,The real reason why Python will still be slower than Java is because it's a much more dynamic language.,a it's Python than will much dynamic still because more Java real is reason language. be slower The why,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-6,"The pasta was mediocre, not as memorable as the pizza.","as mediocre, was the as memorable pizza. not The pasta",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-8,"Polygon for polygon, he claimed, ""psp has more power than ps2,"" and it's apparently easier to develop for as well.","well. ""psp easier claimed, than apparently to as has it's for ps2,"" for and polygon, develop more power Polygon he",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-9,I am very skeptical that Swift is faster than Objective-C.,faster skeptical very than Swift is Objective-C. that I am,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-10,"About the graphics, if you decide to do them, OpenGL is much easier to use than Direct3D (Part of DirectX).","DirectX). decide use you OpenGL to than of to easier (Part is the much graphics, Direct3D do them, About if",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-11,"When compared to the Ford products we owned before, the Toyota vehicles have been a better experience for us.","a been Ford the products better for we have experience Toyota compared vehicles to us. owned before, When the",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-12,JavaScript with v8 is like a faster PyPy (with less performance deviation): 10 to 20 times faster than plain Python code.,Python a 20 like less to times plain faster 10 than performance with deviation): v8 faster PyPy (with JavaScript is code.,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-13,2. PHP is much faster than Java and can replace C or any shell scripting language on a command line interface.,line than scripting faster replace shell language command Java any a C PHP or is on and can 2. much interface.,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-14,"The point is Skov saying that somehow michigan is worse than a Notre Dame, USC, or virginia, because that's just plain false.","false. that is or worse Notre virginia, just somehow Dame, that's USC, than point a saying because michigan is The Skov plain",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-15,"cider, generally, is slower then beer to develop flavors so don't rush it and you will enjoy the results.","you and then so beer will the to it enjoy don't generally, rush is results. develop flavors cider, slower",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-172,"The whole Florida line didn't play well versus missouri, but was better against georgia.","missouri, against versus well georgia. better play Florida but line didn't The whole was",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-174,"The same holds true for the LS 460 and LS 460 L, which are expected to fare slightly better in projected resale value than key competitors, such as standard or long-wheelbase versions of the Audi A8 , BMW 7 Series , Jaguar XJ Series and remain on par with the Mercedes-Benz S-Class .","LS than competitors, true resale 7 fare Series in L, the key the or versions and for standard 460 such , The remain better XJ S-Class A8 with long-wheelbase projected value which . of on are Jaguar Mercedes-Benz holds as BMW the Audi Series LS and expected to slightly par same 460 ,",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-175,"pennsylvania this fall js a better team, but michigan has also made advances.","but team, fall has advances. better made michigan js a pennsylvania this also",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ACQUA,ACQUA-dev-180,"Many think it is a lost cause and it would be better to concentrate on Ohio, pennsylvania or michigan.","on concentrate a would lost Ohio, or cause to pennsylvania be think better it michigan. and it Many is",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
